,Unnamed: 0,TrackSegment,TourID,DateTime,Latitude,Longitude,A2_RSSI,SNR,avg_snr,avg_rssi,Failure,TS
36324,278619,181,29868297.0,2021-06-01 06:15:46,47.37570219686737,8.04934427210058,2.16,1.0,1.000000000000015,1.9840000000000009,0,1622515186
36325,278620,181,29872733.0,2021-06-01 07:01:32,47.3754373919236,8.049273751274757,2.06,1.0,1.000000000000015,1.9560000000000013,0,1622515772
36326,278621,181,29891348.0,2021-06-01 14:57:36,47.37562398238194,8.049323843203968,2.2,1.0,1.000000000000015,1.9980000000000016,0,1622529216
36327,278622,181,29895811.0,2021-06-01 15:45:26,47.37549013956329,8.049288330001596,2.2,1.0,1.000000000000015,2.0540000000000007,0,1622529926
36328,278623,181,29900487.0,2021-06-01 17:27:38,47.37561770759445,8.049322150741741,2.1,1.0,1.000000000000015,2.144000000000001,0,1622531738
36329,278624,181,29904902.0,2021-06-01 18:15:46,47.3754315970788,8.049271861391398,2.2,1.0,1.000000000000015,2.152000000000001,0,1622532466
36330,278625,181,29909343.0,2021-06-01 19:57:18,47.375658362844455,8.049332587415245,2.15,1.0,1.000000000000015,2.1700000000000017,0,1622536398
36747,282004,182,29868297.0,2021-06-01 06:15:26,47.37627214741632,8.049476463593741,2.33,1.0,1.000000000000015,2.3180000000000014,0,1622515166
36748,282005,182,29872733.0,2021-06-01 07:01:40,47.37636614795118,8.04949939539614,2.3,1.0,1.000000000000015,2.3120000000000007,0,1622515780
36749,282006,182,29891348.0,2021-06-01 14:57:25,47.37626588302189,8.049474920806569,2.37,1.0,1.000000000000015,2.3260000000000014,0,1622529205
36750,282007,182,29895811.0,2021-06-01 15:45:38,47.37611255286601,8.049437290340732,2.33,1.0,1.000000000000015,2.3260000000000014,0,1622529938
36751,282008,182,29900487.0,2021-06-01 17:27:26,47.376231279055204,8.049466469260457,2.34,1.0,1.000000000000015,2.3340000000000014,0,1622531726
36752,282009,182,29904902.0,2021-06-01 18:15:59,47.37609159376687,8.049432196257728,2.2,1.0,1.000000000000015,2.3080000000000007,0,1622532479
36753,282010,182,29909343.0,2021-06-01 19:57:06,47.37621733208954,8.049463003689747,2.37,1.0,1.000000000000015,2.3220000000000014,0,1622536386
37170,285388,183,29868297.0,2021-06-01 06:15:16,47.377092648602584,8.0496717126903,2.3,1.0,1.000000000000015,2.3160000000000016,0,1622515156
37171,285389,183,29872733.0,2021-06-01 07:02:21,47.37712714813849,8.049680037346706,2.33,1.0,1.000000000000015,2.3280000000000016,0,1622515821
37172,285390,183,29891348.0,2021-06-01 14:57:18,47.377189752871935,8.049695286367461,2.33,1.0,1.000000000000015,2.3200000000000007,0,1622529198
37173,285391,183,29895811.0,2021-06-01 15:46:13,47.377167220237894,8.049689232777428,2.3,1.0,1.000000000000015,2.3260000000000014,0,1622529973
37174,285392,183,29900487.0,2021-06-01 17:27:19,47.377135476461106,8.049681892791797,2.31,1.0,1.000000000000015,2.3140000000000014,0,1622531719
37175,285393,183,29904902.0,2021-06-01 18:16:36,47.377182147501316,8.049693546610651,2.24,1.0,1.000000000000015,2.3020000000000014,0,1622532516
37176,285394,183,29909343.0,2021-06-01 19:57:00,47.377174718754034,8.049691366335454,2.3,1.0,1.000000000000015,2.2960000000000016,0,1622536380
37593,288772,184,29868297.0,2021-06-01 06:15:09,47.37805812745528,8.049911348070966,2.19,1.0,1.000000000000015,2.240000000000001,0,1622515149
37594,288773,184,29872733.0,2021-06-01 07:02:30,47.3780531952857,8.049910110828481,2.37,1.0,1.000000000000015,2.2660000000000022,0,1622515830
37595,288774,184,29891348.0,2021-06-01 14:57:13,47.37804988672885,8.049909237480344,2.24,1.0,1.000000000000015,2.240000000000001,0,1622529193
37596,288775,184,29895811.0,2021-06-01 15:46:19,47.37803004807822,8.049904339665003,2.24,1.0,1.000000000000015,2.2820000000000014,0,1622529979
37597,288776,184,29900487.0,2021-06-01 17:27:12,47.37805041012413,8.049909438226452,2.23,1.0,1.000000000000015,2.2540000000000013,0,1622531712
37598,288777,184,29904902.0,2021-06-01 18:16:43,47.37807491108914,8.049915506140755,2.23,1.0,1.000000000000015,2.2620000000000013,0,1622532523
37599,288778,184,29909343.0,2021-06-01 19:56:54,47.37808258101447,8.049917451080017,2.3,1.0,1.000000000000015,2.248000000000002,0,1622536374
38016,292156,185,29868297.0,2021-06-01 06:15:03,47.37899909125577,8.050144982916365,2.37,1.0,1.000000000000015,2.398000000000001,0,1622515143
38017,292157,185,29872733.0,2021-06-01 07:02:37,47.378955550301285,8.050134200396723,2.43,1.0,1.000000000000015,2.4160000000000013,0,1622515837
38018,292158,185,29891348.0,2021-06-01 14:57:07,47.37891230043329,8.050123527100192,2.34,1.0,1.000000000000015,2.382000000000001,0,1622529187
38019,292159,185,29895811.0,2021-06-01 15:46:26,47.37894920187997,8.05013264427497,2.33,1.0,1.000000000000015,2.374000000000001,0,1622529986
38020,292160,185,29900487.0,2021-06-01 17:27:06,47.3790079490075,8.050147158730223,2.34,1.0,1.000000000000015,2.362000000000001,0,1622531706
38021,292161,185,29904902.0,2021-06-01 18:16:49,47.37894388860844,8.050131326678965,2.34,1.0,1.000000000000015,2.3560000000000016,0,1622532529
38022,292162,185,29909343.0,2021-06-01 19:56:49,47.378949384310616,8.050132641488059,2.4,1.0,1.000000000000015,2.3500000000000014,0,1622536369
38439,295540,186,29868297.0,2021-06-01 06:14:58,47.379861628239965,8.050359265397862,2.4,1.0,1.000000000000015,2.3800000000000017,0,1622515138
38440,295541,186,29872733.0,2021-06-01 07:02:43,47.37982246181013,8.050349515062546,2.47,1.0,1.000000000000015,2.394000000000001,0,1622515843
38441,295542,186,29891348.0,2021-06-01 14:57:01,47.37984946757183,8.05035624236986,2.44,1.0,1.000000000000015,2.4080000000000017,0,1622529181
38442,295543,186,29895811.0,2021-06-01 15:46:34,47.379815104276474,8.050347682182126,2.38,1.0,1.000000000000015,2.4120000000000013,0,1622529994
38443,295544,186,29900487.0,2021-06-01 17:27:00,47.37989801955095,8.050368331242701,2.44,1.0,1.000000000000015,2.426000000000001,0,1622531700
38444,295545,186,29904902.0,2021-06-01 18:16:55,47.379828364706974,8.050350985528658,2.33,1.0,1.000000000000015,2.4120000000000013,0,1622532535
38445,295546,186,29909343.0,2021-06-01 19:56:43,47.37981980512878,8.050348856659117,2.44,1.0,1.000000000000015,2.406000000000001,0,1622536363
38862,298924,187,29868297.0,2021-06-01 06:14:51,47.380758431428454,8.050577834803196,2.46,1.0,1.000000000000015,2.490000000000001,0,1622515131
38863,298925,187,29872733.0,2021-06-01 07:02:49,47.3807466248541,8.050575358796006,2.6,1.0,1.000000000000015,2.5160000000000013,0,1622515849
38864,298926,187,29891348.0,2021-06-01 14:56:55,47.380742732528105,8.050575691271549,2.47,1.0,1.000000000000015,2.490000000000001,0,1622529175
38865,298927,187,29895811.0,2021-06-01 15:46:41,47.380750540901715,8.050576391665677,2.47,1.0,1.000000000000015,2.490000000000001,0,1622530001
38866,298928,187,29900487.0,2021-06-01 17:26:54,47.3807612065321,8.050580005258293,2.44,1.0,1.000000000000015,2.4880000000000018,0,1622531694
38867,298929,187,29904902.0,2021-06-01 18:17:01,47.38076095623337,8.050578519704993,2.44,1.0,1.000000000000015,2.4840000000000013,0,1622532541
38868,298930,187,29909343.0,2021-06-01 19:56:37,47.38077742279655,8.050582613257726,2.47,1.0,1.000000000000015,2.458000000000001,0,1622536357
39285,302308,188,29868297.0,2021-06-01 06:14:45,47.38163718287533,8.050712220686522,2.43,1.0,1.000000000000015,2.4600000000000017,0,1622515125
39286,302309,188,29872733.0,2021-06-01 07:02:56,47.3816394444123,8.05071137193323,2.47,1.0,1.000000000000015,2.4600000000000017,0,1622515856
39287,302310,188,29891348.0,2021-06-01 14:56:48,47.381622441204726,8.050709217939175,2.44,1.0,1.000000000000015,2.4480000000000017,0,1622529168
39288,302311,188,29895811.0,2021-06-01 15:46:48,47.38165430997822,8.050712060410689,2.5,1.0,1.000000000000015,2.454000000000001,0,1622530008
39289,302312,188,29900487.0,2021-06-01 17:26:47,47.38162139716543,8.050709860570192,2.47,1.0,1.000000000000015,2.462000000000001,0,1622531687
39290,302313,188,29904902.0,2021-06-01 18:17:08,47.381665198898546,8.050712706760377,2.47,1.0,1.000000000000015,2.470000000000001,0,1622532548
39291,302314,188,29909343.0,2021-06-01 19:56:31,47.381647507908056,8.050712304006687,2.44,1.0,1.000000000000015,2.4640000000000013,0,1622536351
39708,305692,189,29868297.0,2021-06-01 06:14:36,47.382514376583536,8.050687639250084,2.41,1.0,1.000000000000015,2.4840000000000013,0,1622515116
39709,305693,189,29872733.0,2021-06-01 07:03:03,47.382492914069225,8.050689737652302,2.54,1.0,1.000000000000015,2.4920000000000018,0,1622515863
39710,305694,189,29891348.0,2021-06-01 14:56:39,47.38254684217943,8.05068467233221,2.5,1.0,1.000000000000015,2.478000000000001,0,1622529159
39711,305695,189,29895811.0,2021-06-01 15:46:55,47.3825665415211,8.050682734606522,2.4,1.0,1.000000000000015,2.458000000000001,0,1622530015
39712,305696,189,29900487.0,2021-06-01 17:26:36,47.382564374205074,8.050682964405121,2.47,1.0,1.000000000000015,2.4640000000000013,0,1622531676
39713,305697,189,29904902.0,2021-06-01 18:17:15,47.3825564653656,8.050683805939144,2.4,1.0,1.000000000000015,2.462000000000001,0,1622532555
39714,305698,189,29909343.0,2021-06-01 19:56:23,47.38255791812109,8.050683586017117,2.5,1.0,1.000000000000015,2.454000000000001,0,1622536343
40131,309077,190,29868297.0,2021-06-01 06:13:57,47.38333771955125,8.050588916808476,2.13,1.0,1.000000000000015,2.196000000000001,0,1622515077
40132,309078,190,29872733.0,2021-06-01 07:03:10,47.38348174160782,8.050564557458475,2.37,1.0,1.000000000000015,2.224000000000001,0,1622515870
40133,309079,190,29891348.0,2021-06-01 14:55:56,47.38333730692708,8.050588991550548,2.13,1.0,1.000000000000015,2.1900000000000013,0,1622529116
40134,309080,190,29895811.0,2021-06-01 15:47:03,47.38358955883691,8.050548003560225,2.17,1.0,1.000000000000015,2.1980000000000013,0,1622530023
40135,309081,190,29900487.0,2021-06-01 17:26:00,47.383205464802685,8.05060956738267,2.17,1.0,1.000000000000015,2.1940000000000017,0,1622531640
40136,309082,190,29904902.0,2021-06-01 18:17:23,47.38348038708824,8.0505657031799,2.16,1.0,1.000000000000015,2.200000000000001,0,1622532563
40137,309083,190,29909343.0,2021-06-01 19:55:47,47.383374522440974,8.050583010320121,2.17,1.0,1.000000000000015,2.160000000000001,0,1622536307
40554,312461,191,29868297.0,2021-06-01 06:13:50,47.38428462240969,8.050416431973431,2.4,1.0,1.000000000000015,2.3600000000000017,0,1622515070
40555,312462,191,29872733.0,2021-06-01 07:03:23,47.383994100606785,8.050471764181742,2.43,1.0,1.000000000000015,2.378000000000001,0,1622515883
40556,312463,191,29891348.0,2021-06-01 14:55:48,47.38431732127205,8.050410222310697,2.3,1.0,1.000000000000015,2.350000000000001,0,1622529108
40557,312464,191,29895811.0,2021-06-01 15:47:39,47.384249035639726,8.050423146397145,2.3,1.0,1.000000000000015,2.3380000000000014,0,1622530059
40558,312465,191,29900487.0,2021-06-01 17:25:53,47.38428372808279,8.050416561063713,2.34,1.0,1.000000000000015,2.354000000000001,0,1622531633
40559,312466,191,29904902.0,2021-06-01 18:17:59,47.38430674830718,8.050412266235334,2.34,1.0,1.000000000000015,2.3420000000000014,0,1622532599
40560,312467,191,29909343.0,2021-06-01 19:55:40,47.38432419127793,8.050408911357888,2.4,1.0,1.000000000000015,2.3360000000000007,0,1622536300
40977,315844,192,29868297.0,2021-06-01 06:13:43,47.38521226682126,8.05022693261939,2.26,1.0,1.000000000000015,2.3040000000000007,0,1622515063
40978,315845,192,29872733.0,2021-06-01 07:04:05,47.385153343158606,8.050240441617131,2.4,1.0,1.000000000000015,2.3240000000000007,0,1622515925
40979,315846,192,29891348.0,2021-06-01 14:55:42,47.38520067558037,8.050230083265628,2.3,1.0,1.000000000000015,2.2960000000000016,0,1622529102
40980,315847,192,29895811.0,2021-06-01 15:47:48,47.385159809793386,8.05023914332215,2.3,1.0,1.000000000000015,2.3040000000000007,0,1622530068
40981,315848,192,29900487.0,2021-06-01 17:25:46,47.385193883994134,8.050231107491332,2.3,1.0,1.000000000000015,2.3120000000000007,0,1622531626
40982,315849,192,29904902.0,2021-06-01 18:18:07,47.38522572800603,8.050224107560004,1.99,1.0,1.000000000000015,2.2580000000000022,0,1622532607
40983,315850,192,29909343.0,2021-06-01 19:55:34,47.38520082090658,8.050230024770741,2.3,1.0,1.000000000000015,2.2380000000000013,0,1622536294
41400,319227,193,29868297.0,2021-06-01 06:13:37,47.38608494110943,8.050032743524689,2.09,1.0,1.000000000000015,2.0560000000000023,0,1622515057
41401,319228,193,29872733.0,2021-06-01 07:04:13,47.38609332074192,8.050030670886164,2.06,1.0,1.000000000000015,2.0760000000000014,0,1622515933
41402,319229,193,29891348.0,2021-06-01 14:55:35,47.38606839210335,8.050036019569573,2.17,1.0,1.000000000000015,2.0900000000000007,0,1622529095
41403,319230,193,29895811.0,2021-06-01 15:47:55,47.386072104831456,8.050035218094353,2.06,1.0,1.000000000000015,2.0960000000000014,0,1622530075
41404,319231,193,29900487.0,2021-06-01 17:25:39,47.38609480308839,8.05003042621879,1.93,0.75,0.9500000000000152,2.0620000000000007,0,1622531619
41405,319232,193,29904902.0,2021-06-01 18:18:14,47.38608630094683,8.050032283105375,1.93,1.0,0.9500000000000152,2.0300000000000007,0,1622532614
41406,319233,193,29909343.0,2021-06-01 19:55:27,47.38608908077139,8.050031545274795,2.16,1.0,0.9500000000000152,2.0500000000000016,0,1622536287
41823,322610,194,29868297.0,2021-06-01 06:13:29,47.38695337017308,8.049850711923149,2.2,1.0,1.000000000000015,2.220000000000001,0,1622515049
41824,322611,194,29872733.0,2021-06-01 07:04:21,47.38698107748369,8.04984511946212,2.5,1.0,1.000000000000015,2.2940000000000014,0,1622515941
41825,322612,194,29891348.0,2021-06-01 14:55:27,47.386968605390116,8.049847629718485,2.26,1.0,1.000000000000015,2.244000000000001,0,1622529087
41826,322613,194,29895811.0,2021-06-01 15:48:03,47.38701301418128,8.049839072965954,2.07,1.0,1.000000000000015,2.232000000000001,0,1622530083
41827,322614,194,29900487.0,2021-06-01 17:25:30,47.386974242406616,8.049846659083215,2.27,1.0,1.000000000000015,2.2600000000000016,0,1622531610
41828,322615,194,29904902.0,2021-06-01 18:18:21,47.38697484229926,8.049846474501372,2.2,1.0,1.000000000000015,2.2600000000000016,0,1622532621
41829,322616,194,29909343.0,2021-06-01 19:55:20,47.387020903379444,8.049837584456862,2.26,1.0,1.000000000000015,2.212000000000001,0,1622536280
42246,325993,195,29868297.0,2021-06-01 06:13:20,47.387837182724546,8.04973775960868,1.99,1.0,1.0000000000000155,2.1420000000000017,0,1622515040
42247,325994,195,29872733.0,2021-06-01 07:04:28,47.387868209560615,8.049742181466938,2.47,1.0,1.0000000000000155,2.216000000000001,0,1622515948
42248,325995,195,29891348.0,2021-06-01 14:55:18,47.387835464622675,8.049736858155411,2.06,1.0,1.0000000000000155,2.1140000000000017,0,1622529078
42249,325996,195,29895811.0,2021-06-01 15:48:11,47.387905332252636,8.049744853396911,2.03,1.0,1.0000000000000155,2.1220000000000008,0,1622530091
42250,325997,195,29900487.0,2021-06-01 17:25:21,47.387876120137044,8.049740178570858,2.03,1.0,1.0000000000000155,2.116000000000001,0,1622531601
42251,325998,195,29904902.0,2021-06-01 18:18:29,47.387856200125704,8.04973980609667,2.1,1.0,1.0000000000000155,2.138000000000001,0,1622532629
42252,325999,195,29909343.0,2021-06-01 19:55:12,47.3878579053406,8.049732185458328,2.03,1.0,1.0000000000000155,2.0500000000000007,0,1622536272
42669,329376,196,29868297.0,2021-06-01 06:13:11,47.388705106152436,8.050065126691317,2.16,1.0,1.0000000000000155,2.212000000000001,0,1622515031
42670,329377,196,29872733.0,2021-06-01 07:04:38,47.388726847163255,8.050077707092298,2.13,1.0,1.0000000000000155,2.1900000000000017,0,1622515958
42671,329378,196,29891348.0,2021-06-01 14:55:09,47.38869533166448,8.05005957797518,2.13,1.0,1.0000000000000155,2.136000000000001,0,1622529069
42672,329379,196,29895811.0,2021-06-01 15:48:21,47.38873795651931,8.050083823813589,2.13,1.0,1.0000000000000155,2.136000000000001,0,1622530101
42673,329380,196,29900487.0,2021-06-01 17:25:12,47.388729128746775,8.050078739182098,2.1,1.0,1.0000000000000155,2.1300000000000017,0,1622531592
42674,329381,196,29904902.0,2021-06-01 18:18:39,47.38870649167161,8.050066136189454,2.17,1.0,1.0000000000000155,2.132000000000001,0,1622532639
42675,329382,196,29909343.0,2021-06-01 19:55:03,47.38867773059568,8.050049618742019,2.24,1.0,1.0000000000000155,2.154000000000001,0,1622536263
43092,332760,197,29868297.0,2021-06-01 06:12:59,47.38958097966131,8.050585079599246,2.37,1.0,0.9500000000000156,2.414000000000001,0,1622515019
43093,332761,197,29872733.0,2021-06-01 07:04:48,47.38957489743221,8.050581365153327,2.5,1.0,1.0000000000000155,2.434000000000002,0,1622515968
43094,332762,197,29891348.0,2021-06-01 14:54:56,47.38957660558186,8.050582576034252,2.44,1.0,1.0000000000000155,2.414000000000001,0,1622529056
43095,332763,197,29895811.0,2021-06-01 15:48:30,47.38955612989418,8.05056914699912,2.37,1.0,1.0000000000000155,2.4080000000000013,0,1622530110
43096,332764,197,29900487.0,2021-06-01 17:24:57,47.3895715851939,8.050580203386705,2.4,1.0,1.0000000000000155,2.4160000000000013,0,1622531577
43097,332765,197,29904902.0,2021-06-01 18:18:49,47.389578338215074,8.050584110978644,2.34,1.0,1.0000000000000155,2.410000000000001,0,1622532649
43098,332766,197,29909343.0,2021-06-01 19:54:52,47.38956147489061,8.050573030932371,2.4,1.0,1.0000000000000155,2.390000000000001,0,1622536252
43515,336144,198,29868297.0,2021-06-01 06:12:44,47.390270056349685,8.05128098284172,2.06,1.0,0.9333333333333492,2.0680000000000014,0,1622515004
43516,336145,198,29872733.0,2021-06-01 07:04:57,47.390314880082634,8.05134395105417,2.26,1.0,1.000000000000016,2.196000000000001,0,1622515977
43517,336146,198,29891348.0,2021-06-01 14:54:42,47.39025817153878,8.051263705957298,2.09,1.0,1.000000000000016,2.148000000000001,0,1622529042
43518,336147,198,29895811.0,2021-06-01 15:48:39,47.39031783067456,8.05134861183434,2.27,1.0,1.000000000000016,2.1820000000000013,0,1622530119
43519,336148,198,29900487.0,2021-06-01 17:24:43,47.3902640815016,8.05127147423922,2.23,1.0,1.000000000000016,2.1820000000000013,0,1622531563
43520,336149,198,29904902.0,2021-06-01 18:18:59,47.39028003784647,8.051293758739122,2.27,0.75,0.950000000000016,2.224000000000001,0,1622532659
43521,336150,198,29909343.0,2021-06-01 19:54:38,47.390263167440864,8.051271052021987,2.1,1.0,0.950000000000016,2.192000000000001,0,1622536238
43942,339589,199,29868297.0,2021-06-01 06:01:31,47.39088867589554,8.05268603758331,2.1,1.0,1.0000000000000164,2.0680000000000014,0,1622514331
43943,339590,199,29872733.0,2021-06-01 07:05:09,47.39080276183576,8.052365093764827,2.19,0.75,0.9500000000000164,2.0860000000000007,0,1622515989
43944,339591,199,29891348.0,2021-06-01 14:49:24,47.390886715139615,8.052678614271793,2.13,1.0,0.9500000000000164,2.1000000000000014,0,1622528724
43945,339592,199,29895811.0,2021-06-01 15:48:52,47.390808159459326,8.052383441669798,2.09,1.0,0.9500000000000164,2.0920000000000014,0,1622530132
43946,339593,199,29900487.0,2021-06-01 17:19:47,47.39080588791895,8.052363214710377,2.07,1.0,0.9500000000000164,2.116000000000001,0,1622531267
43947,339594,199,29904902.0,2021-06-01 18:19:12,47.390919756412536,8.052808658078254,1.86,0.3333333333333333,0.8166666666666831,2.0680000000000014,0,1622532672
43948,339595,199,29909343.0,2021-06-01 19:48:42,47.39089257684028,8.052701016281523,2.16,1.0,0.8666666666666831,2.0620000000000007,0,1622535882
44344,343024,200,29868297.0,2021-06-01 06:01:14,47.391033314072374,8.053196810215004,2.26,1.0,1.0000000000000175,2.0860000000000007,0,1622514314
44345,343025,200,29872733.0,2021-06-01 07:05:24,47.391093367097035,8.053328723835621,1.92,1.0,1.0000000000000175,2.002000000000001,0,1622516004
44346,343026,200,29891348.0,2021-06-01 14:49:07,47.39118130059018,8.053462470757834,2.3,0.75,0.9500000000000176,2.064000000000001,0,1622528707
44347,343027,200,29895811.0,2021-06-01 15:49:07,47.39102526287239,8.053174443301726,1.38,0.75,0.9000000000000176,1.8880000000000008,1,1622530147
44348,343028,200,29900487.0,2021-06-01 17:19:30,47.391199487477294,8.053495626754486,2.37,1.0,0.9000000000000176,2.0460000000000016,0,1622531250
44349,343029,200,29904902.0,2021-06-01 18:26:27,47.39120260751457,8.053501856893362,1.35,0.0,0.7000000000000176,1.8640000000000008,1,1622533107
44350,343030,200,29909343.0,2021-06-01 19:48:25,47.391194463132926,8.05348527293424,2.34,1.0,0.7000000000000176,1.9480000000000013,0,1622535865
44743,346407,201,29868297.0,2021-06-01 06:00:59,47.391727748286456,8.054542207153355,2.16,1.0,0.9000000000000183,2.0260000000000007,0,1622514299
44744,346408,201,29872733.0,2021-06-01 07:10:48,47.39172505048442,8.054535031603,2.09,1.0,0.9500000000000184,2.0660000000000007,0,1622516328
44745,346409,201,29891348.0,2021-06-01 14:48:52,47.391735964153405,8.054566646095374,1.96,1.0,0.9500000000000184,2.0460000000000016,0,1622528692
44746,346410,201,29895811.0,2021-06-01 15:56:46,47.39173875808384,8.054570016622922,2.03,1.0,1.0000000000000182,2.0540000000000007,0,1622530606
44747,346411,201,29900487.0,2021-06-01 17:19:16,47.39173349768816,8.05455460792719,1.86,0.6666666666666666,0.9333333333333516,2.0200000000000014,0,1622531236
44748,346412,201,29904902.0,2021-06-01 18:26:48,47.391712537199886,8.054496543837155,1.83,1.0,0.9333333333333516,1.9540000000000013,0,1622533128
44749,346413,201,29909343.0,2021-06-01 19:48:11,47.39173583897628,8.05456283368935,1.72,1.0,0.9333333333333516,1.8800000000000008,0,1622535851
45138,349786,202,29868297.0,2021-06-01 06:00:50,47.39210317425687,8.055743097785031,2.43,1.0,0.9500000000000184,2.378000000000001,0,1622514290
45139,349787,202,29872733.0,2021-06-01 07:11:04,47.39207447835536,8.055642122368571,2.33,1.0,1.0000000000000184,2.3440000000000016,0,1622516344
45140,349788,202,29891348.0,2021-06-01 14:48:42,47.39210846402344,8.055760982794832,2.47,1.0,1.0000000000000184,2.3840000000000017,0,1622528682
45141,349789,202,29895811.0,2021-06-01 15:57:00,47.39209894640953,8.055730306203596,2.24,1.0,1.0000000000000184,2.3460000000000014,0,1622530620
45142,349790,202,29900487.0,2021-06-01 17:19:07,47.39209172001606,8.055701599903523,2.48,0.75,0.9500000000000184,2.390000000000001,0,1622531227
45143,349791,202,29904902.0,2021-06-01 18:27:02,47.39208967726358,8.055696328933829,1.92,1.0,0.9500000000000184,2.2880000000000016,0,1622533142
45144,349792,202,29909343.0,2021-06-01 19:48:03,47.392111253978996,8.055770799607357,2.44,1.0,0.9500000000000184,2.3100000000000014,0,1622535843
45531,353156,203,29868297.0,2021-06-01 06:00:44,47.392408792568595,8.056996346492987,2.4,1.0,1.0000000000000184,2.402000000000002,0,1622514284
45532,353157,203,29872733.0,2021-06-01 07:11:15,47.392391777133255,8.056913664655381,2.33,1.0,1.0000000000000184,2.3800000000000017,0,1622516355
45533,353158,203,29891348.0,2021-06-01 14:48:34,47.392420367003794,8.057059927198932,2.43,1.0,1.0000000000000184,2.3920000000000017,0,1622528674
45534,353159,203,29895811.0,2021-06-01 15:57:10,47.3924110634785,8.05700430843973,2.43,1.0,1.0000000000000184,2.398000000000002,0,1622530630
45535,353160,203,29900487.0,2021-06-01 17:19:00,47.39240151191071,8.056964334464165,2.44,0.8,0.9600000000000184,2.406000000000001,0,1622531220
45536,353161,203,29904902.0,2021-06-01 18:27:10,47.39240854174986,8.056998539800793,2.41,1.0,0.9600000000000184,2.4080000000000017,0,1622533150
45537,353162,203,29909343.0,2021-06-01 19:47:57,47.39241554352228,8.057032452709336,2.44,1.0,0.9600000000000184,2.430000000000002,0,1622535837
45923,356525,204,29868297.0,2021-06-01 06:00:38,47.392666028760026,8.058285530919228,2.3,1.0,1.0000000000000184,2.3680000000000008,0,1622514278
45924,356526,204,29872733.0,2021-06-01 07:11:22,47.39264215709353,8.058179719030543,2.33,1.0,1.0000000000000184,2.366000000000001,0,1622516362
45925,356527,204,29891348.0,2021-06-01 14:48:27,47.39266684884547,8.058291981058485,2.3,1.0,1.0000000000000184,2.3380000000000023,0,1622528667
45926,356528,204,29895811.0,2021-06-01 15:57:16,47.39265067214608,8.058217116448716,2.44,1.0,1.0000000000000184,2.3600000000000017,0,1622530636
45927,356529,204,29900487.0,2021-06-01 17:18:54,47.39265717498291,8.058247132435959,2.3,1.0,1.0000000000000184,2.3340000000000014,0,1622531214
45928,356530,204,29904902.0,2021-06-01 18:27:16,47.392656298014145,8.058244446696516,2.44,1.0,1.0000000000000184,2.362000000000002,0,1622533156
45929,356531,204,29909343.0,2021-06-01 19:47:52,47.392656994817,8.058247727460706,2.33,1.0,1.0000000000000184,2.362000000000001,0,1622535832
46315,359894,205,29868297.0,2021-06-01 06:00:33,47.39294725621362,8.059510830251948,2.36,1.0,1.0000000000000184,2.414000000000001,0,1622514273
46316,359895,205,29872733.0,2021-06-01 07:11:28,47.39294337637333,8.059494474558365,2.46,1.0,1.0000000000000184,2.4320000000000013,0,1622516368
46317,359896,205,29891348.0,2021-06-01 14:48:18,47.39295089616714,8.059527258694981,2.37,1.0,1.0000000000000184,2.4120000000000017,0,1622528658
46318,359897,205,29895811.0,2021-06-01 15:57:22,47.39296224139082,8.05957698389391,2.5,1.0,1.0000000000000184,2.438000000000001,0,1622530642
46319,359898,205,29900487.0,2021-06-01 17:18:48,47.39295895520606,8.059562566284733,2.4,1.0,1.0000000000000184,2.418000000000001,0,1622531208
46320,359899,205,29904902.0,2021-06-01 18:27:21,47.39294453825479,8.05949934042237,2.47,1.0,1.0000000000000184,2.4400000000000017,0,1622533161
46321,359900,205,29909343.0,2021-06-01 19:47:47,47.39295007772415,8.05952366438129,2.36,0.75,0.9500000000000184,2.4200000000000017,0,1622535827
46707,363263,206,29868297.0,2021-06-01 06:00:27,47.3932283570864,8.060742397891017,2.33,1.0,0.9500000000000186,2.3380000000000023,0,1622514267
46708,363264,206,29872733.0,2021-06-01 07:11:34,47.393239973588216,8.060792215681477,2.4,1.0,0.9500000000000186,2.3520000000000016,0,1622516374
46709,363265,206,29891348.0,2021-06-01 14:48:08,47.39324968774482,8.060838153593616,2.27,1.0,1.0000000000000189,2.3340000000000023,0,1622528648
46710,363266,206,29895811.0,2021-06-01 15:57:28,47.39325978304583,8.060882811713878,2.4,0.8,0.9600000000000186,2.354000000000001,0,1622530648
46711,363267,206,29900487.0,2021-06-01 17:18:42,47.3932450906174,8.060813400614709,2.37,1.0,0.9600000000000186,2.354000000000002,0,1622531202
46712,363268,206,29904902.0,2021-06-01 18:27:26,47.39323640298739,8.060775575733182,2.41,1.0,0.9600000000000186,2.370000000000002,0,1622533166
46713,363269,206,29909343.0,2021-06-01 19:47:43,47.393236552627535,8.060774745355047,2.27,1.0,0.9600000000000186,2.3440000000000016,0,1622535823
47105,366733,207,29868297.0,2021-06-01 06:00:20,47.39347662979338,8.062042915288437,2.4,1.0,0.950000000000019,2.3220000000000014,0,1622514260
47106,366734,207,29872733.0,2021-06-01 07:11:39,47.393482686493975,8.062081183473802,2.34,0.8,0.9100000000000192,2.3520000000000008,0,1622516379
47107,366735,207,29891348.0,2021-06-01 14:47:27,47.39352805001138,8.062362974465092,2.37,1.0,0.9100000000000192,2.366000000000002,0,1622528607
